date,latitude,longitude,temperature_c,humidity_percent,ndvi,fire_occurred,rainfall_mm,wind_speed_kmh,consecutive_dry_days,city,province,fire_cause,area_burned_ha,deaths
2024-04-05,35.4547,72.5014,27.6,36.0,0.377,0,5.7,20.6,9,Kalam,KPK,None,0,0
2024-04-09,36.0082,74.3365,27.5,33.8,0.375,0,5.2,39.7,9,Gilgit,GB,None,0,0
2024-04-13,36.3322,74.7048,18.8,22.3,0.198,0,4.0,23.3,3,Hunza,GB,None,0,0
2024-04-17,30.1631,66.9066,28.8,41.4,0.18,0,2.0,24.8,9,Quetta,Balochistan,None,0,0
2024-04-20,35.4708,72.9693,31.0,13.0,0.275,1,1.6,43.5,11,Kohistan,KPK,Lightning,4500,3
2024-04-21,35.5403,73.0149,27.4,16.4,0.184,1,0.0,32.0,23,Kohistan,KPK,Lightning,4500,0
2024-04-21,35.2568,72.3731,23.6,29.0,0.162,0,4.6,42.3,5,Swat,KPK,None,0,0
2024-04-22,35.4775,72.9574,26.2,9.3,0.184,1,0.0,41.1,11,Kohistan,KPK,Lightning,4500,0
2024-04-23,35.543,73.0367,31.6,26.8,0.287,1,0.0,16.2,28,Kohistan,KPK,Lightning,4500,0
2024-04-24,35.4604,72.9609,30.0,12.9,0.103,1,0.0,42.5,25,Kohistan,KPK,Lightning,4500,0
2024-04-25,31.2426,69.542,24.0,41.0,0.161,0,6.1,34.5,0,Zhob,Balochistan,None,0,0
2024-04-29,35.772,71.7435,21.9,34.4,0.303,0,9.6,29.8,8,Chitral,KPK,None,0,0
2024-05-03,30.1843,67.0501,26.7,43.8,0.433,0,4.3,42.1,2,Quetta,Balochistan,None,0,0
2024-05-07,35.2135,72.3886,23.3,36.6,0.437,0,2.6,19.0,7,Swat,KPK,None,0,0
2024-05-08,34.5816,72.4676,29.7,10.7,0.131,1,0.0,21.0,14,Shangla,KPK,Dry Weather,5000,6
2024-05-09,34.655,72.5363,29.3,9.5,0.151,1,0.0,35.3,14,Shangla,KPK,Dry Weather,5000,0
2024-05-10,34.6384,72.5215,39.3,10.1,0.19,1,0.0,23.5,14,Shangla,KPK,Dry Weather,5000,0
2024-05-11,34.6234,72.4674,39.9,21.3,0.347,1,0.0,41.8,17,Shangla,KPK,Dry Weather,5000,0
2024-05-11,31.3313,69.535,39.1,29.5,0.193,0,0.6,33.9,2,Zhob,Balochistan,None,0,0
2024-05-12,34.6324,72.5079,34.1,17.3,0.196,1,0.0,35.3,7,Shangla,KPK,Dry Weather,5000,0
2024-05-13,34.5683,72.5516,37.2,12.4,0.15,1,0.0,35.8,14,Shangla,KPK,Dry Weather,5000,0
2024-05-15,35.8874,71.8229,25.8,18.3,0.402,0,6.5,37.7,1,Chitral,KPK,None,0,0
2024-05-19,35.5023,72.6334,35.0,16.3,0.201,0,6.9,20.9,1,Kalam,KPK,None,0,0
2024-05-23,35.8921,74.3336,23.3,25.8,0.426,0,6.4,29.4,8,Gilgit,GB,None,0,0
2024-05-25,35.96,74.2598,27.9,6.9,0.131,1,0.0,20.7,28,Gilgit,GB,Human Activity,1800,0
2024-05-26,35.9502,74.3561,32.0,8.9,0.104,1,0.0,21.6,21,Gilgit,GB,Human Activity,1800,0
2024-05-27,36.2859,74.6201,24.4,40.9,0.245,0,2.1,28.4,3,Hunza,GB,None,0,0
2024-05-31,30.1835,66.9273,32.5,42.1,0.209,0,6.4,42.7,5,Quetta,Balochistan,None,0,0
2024-06-04,31.4008,69.3719,36.9,19.7,0.43,0,0.4,26.2,6,Zhob,Balochistan,None,0,0
2024-06-08,35.834,71.6888,35.9,25.5,0.513,0,9.5,19.3,4,Chitral,KPK,None,0,0
2024-06-12,35.482,72.523,28.0,28.0,0.391,0,9.0,36.9,9,Kalam,KPK,None,0,0
2024-06-12,31.3508,69.4396,46.2,15.6,0.243,1,0.0,27.1,13,Zhob,Balochistan,Dry Weather,2200,0
2024-06-13,31.3517,69.4096,45.2,14.2,0.337,1,0.0,41.1,15,Zhob,Balochistan,Dry Weather,2200,0
2024-06-16,35.9455,74.3517,36.2,37.2,0.586,0,4.5,35.9,1,Gilgit,GB,None,0,0
2024-06-20,36.3847,74.6079,33.5,15.4,0.585,0,1.8,18.3,8,Hunza,GB,None,0,0
2024-06-24,30.21,66.9194,43.0,36.0,0.605,0,6.1,37.6,2,Quetta,Balochistan,None,0,0
2024-06-28,35.2931,72.4386,29.1,20.5,0.626,0,9.1,15.9,3,Swat,KPK,None,0,0
2024-07-01,35.5256,72.5435,28.8,41.8,0.233,1,0.0,22.6,10,Kalam,KPK,Dry Weather,3500,4
2024-07-02,35.48,72.6161,38.0,25.4,0.191,1,0.0,23.0,16,Kalam,KPK,Dry Weather,3500,0
2024-07-02,35.8331,74.3138,27.8,36.7,0.402,0,8.3,8.4,8,Gilgit,GB,None,0,0
2024-07-03,35.5315,72.5852,25.9,49.3,0.332,1,0.0,24.5,25,Kalam,KPK,Dry Weather,3500,0
2024-07-04,35.5331,72.5783,30.4,55.9,0.247,1,0.0,11.4,24,Kalam,KPK,Dry Weather,3500,0
2024-07-06,36.3911,74.5946,29.8,31.8,0.581,0,44.9,15.5,5,Hunza,GB,None,0,0
2024-07-10,30.1653,66.9519,26.0,30.3,0.445,0,31.8,18.1,0,Quetta,Balochistan,None,0,0
2024-07-14,35.1332,72.4519,31.3,30.3,0.521,0,28.1,18.8,4,Swat,KPK,None,0,0
2024-07-18,31.2652,69.4636,32.4,41.6,0.382,0,27.9,19.2,3,Zhob,Balochistan,None,0,0
2024-07-22,35.7621,71.7894,26.3,44.9,0.671,0,40.1,18.0,0,Chitral,KPK,None,0,0
2024-07-26,35.4538,72.6429,31.9,59.1,0.551,0,49.4,15.5,1,Kalam,KPK,None,0,0
2024-07-30,35.8325,74.3616,31.3,32.4,0.513,0,39.5,12.2,3,Gilgit,GB,None,0,0
2024-08-03,30.2335,67.0459,33.0,32.6,0.352,0,14.2,6.5,1,Quetta,Balochistan,None,0,0
2024-08-07,35.2294,72.447,29.1,37.3,0.383,0,13.8,24.3,6,Swat,KPK,None,0,0
2024-08-11,31.3081,69.3692,33.0,37.2,0.359,0,49.0,16.2,7,Zhob,Balochistan,None,0,0
2024-08-14,36.3498,74.6757,31.6,40.9,0.214,1,0.0,19.3,23,Hunza,GB,Lightning,1500,0
2024-08-15,35.9445,71.7428,21.6,54.1,0.374,0,15.1,23.8,1,Chitral,KPK,None,0,0
2024-08-19,35.5394,72.4983,22.1,35.2,0.693,0,49.8,24.6,9,Kalam,KPK,None,0,0
2024-08-23,35.8922,74.251,25.0,40.7,0.408,0,20.6,6.3,7,Gilgit,GB,None,0,0
2024-08-27,36.2603,74.6526,27.5,30.6,0.315,0,25.2,6.9,7,Hunza,GB,None,0,0
2024-08-31,30.1632,67.0313,36.3,48.5,0.363,0,45.4,21.4,8,Quetta,Balochistan,None,0,0
2024-09-04,31.2707,69.5476,35.2,61.3,0.44,0,15.5,13.2,5,Zhob,Balochistan,None,0,0
2024-09-05,34.3579,73.4454,32.2,23.6,0.112,1,0.0,9.0,29,Muzaffarabad,AJK,Dry Weather,900,0
2024-09-08,35.8458,71.8657,22.8,56.5,0.325,0,41.4,20.3,5,Chitral,KPK,None,0,0
2024-09-12,35.5519,72.637,18.8,50.9,0.603,0,36.3,6.0,3,Kalam,KPK,None,0,0
2024-09-16,35.8887,74.2273,18.3,44.4,0.356,0,23.9,23.3,9,Gilgit,GB,None,0,0
2024-09-20,36.4052,74.6696,18.1,55.7,0.562,0,29.6,10.8,1,Hunza,GB,None,0,0
2024-09-24,30.1982,66.9918,33.9,50.1,0.33,0,22.0,14.6,8,Quetta,Balochistan,None,0,0
2024-09-28,35.3053,72.3279,19.1,62.2,0.453,0,10.6,7.3,2,Swat,KPK,None,0,0
2024-10-02,35.884,74.3613,18.6,41.0,0.256,0,0.8,20.1,8,Gilgit,GB,None,0,0
2024-10-06,36.3591,74.5778,21.7,22.4,0.271,0,7.2,13.8,1,Hunza,GB,None,0,0
2024-10-10,30.2053,66.9815,15.4,19.3,0.318,0,3.7,18.2,5,Quetta,Balochistan,None,0,0
2024-10-14,35.1694,72.4258,19.1,41.3,0.447,0,6.8,23.8,0,Swat,KPK,None,0,0
2024-10-18,31.4024,69.4294,22.2,29.9,0.333,0,8.9,13.1,9,Zhob,Balochistan,None,0,0
2024-10-22,35.876,71.819,25.7,29.2,0.225,0,4.3,13.0,8,Chitral,KPK,None,0,0
2024-10-22,30.1452,66.9459,27.0,11.4,0.275,1,0.0,5.3,24,Quetta,Balochistan,Human Activity,600,0
2024-10-26,35.4261,72.5747,15.5,21.1,0.264,0,6.7,12.1,9,Kalam,KPK,None,0,0
2024-10-30,35.9722,74.3117,22.8,26.3,0.432,0,5.2,12.5,9,Gilgit,GB,None,0,0
2024-11-03,30.1993,66.9781,13.0,16.3,0.156,0,3.9,21.6,7,Quetta,Balochistan,None,0,0
2024-11-07,35.2762,72.4779,19.4,21.0,0.303,0,4.3,8.0,3,Swat,KPK,None,0,0
2024-11-10,35.3783,74.1446,20.3,21.0,0.306,1,0.0,21.0,17,Chillas,GB,Dry Weather,800,0
2024-11-11,31.327,69.5145,19.6,32.6,0.389,0,0.1,15.5,5,Zhob,Balochistan,None,0,0
2024-11-15,35.9308,71.8189,13.7,36.9,0.169,0,9.0,5.7,8,Chitral,KPK,None,0,0
2024-11-19,35.5541,72.6399,16.0,16.3,0.244,0,2.9,7.6,9,Kalam,KPK,None,0,0
2024-11-23,35.9917,74.3748,18.8,43.3,0.302,0,3.6,7.2,8,Gilgit,GB,None,0,0
2024-11-27,36.3758,74.6482,19.1,31.4,0.37,0,9.1,17.3,5,Hunza,GB,None,0,0
2024-12-01,35.7683,71.7175,13.2,44.2,0.27,0,9.8,24.8,8,Chitral,KPK,None,0,0
2024-12-05,35.5683,72.4949,13.9,46.4,0.337,0,8.4,15.1,9,Kalam,KPK,None,0,0
2024-12-09,35.8528,74.2569,13.3,44.0,0.232,0,6.4,15.9,7,Gilgit,GB,None,0,0
2024-12-13,36.3642,74.6844,10.5,36.7,0.2,0,1.4,8.7,2,Hunza,GB,None,0,0
2024-12-17,30.1044,66.8908,13.4,46.6,0.33,0,7.6,10.1,4,Quetta,Balochistan,None,0,0
2024-12-21,35.2135,72.4119,5.0,60.0,0.222,0,8.9,6.4,9,Swat,KPK,None,0,0
2024-12-25,31.2767,69.3646,14.1,30.8,0.298,0,6.3,10.9,1,Zhob,Balochistan,None,0,0
2024-12-29,35.8462,71.753,10.3,55.7,0.277,0,6.2,17.2,9,Chitral,KPK,None,0,0
2025-01-02,35.9706,74.3697,8.6,52.8,0.228,0,3.1,8.5,5,Gilgit,GB,None,0,0
2025-01-06,36.2824,74.7486,12.0,30.8,0.333,0,6.1,13.0,5,Hunza,GB,None,0,0
2025-01-10,30.1305,66.8751,4.9,39.3,0.391,0,1.9,10.0,2,Quetta,Balochistan,None,0,0
2025-01-14,35.2377,72.3489,9.0,57.5,0.158,0,9.6,15.5,9,Swat,KPK,None,0,0
2025-01-15,30.4017,67.7436,21.5,43.8,0.326,1,0.0,19.5,12,Ziarat,Balochistan,Dry Weather,2500,2
2025-01-16,30.3766,67.6727,11.2,41.1,0.256,1,0.0,8.5,24,Ziarat,Balochistan,Dry Weather,2500,0
2025-01-17,30.4157,67.7591,20.3,50.8,0.206,1,0.0,18.1,7,Ziarat,Balochistan,Dry Weather,2500,0
2025-01-18,31.3956,69.4082,7.3,64.9,0.281,0,8.8,12.3,5,Zhob,Balochistan,None,0,0
2025-01-22,35.7723,71.8482,11.1,30.2,0.272,0,5.6,16.2,5,Chitral,KPK,None,0,0
2025-01-26,35.4251,72.6323,6.7,44.8,0.295,0,6.2,10.1,0,Kalam,KPK,None,0,0
2025-01-30,35.8463,74.3994,8.8,61.6,0.274,0,3.1,11.1,7,Gilgit,GB,None,0,0
2025-02-03,30.2553,66.9157,13.2,61.1,0.197,0,7.3,10.2,9,Quetta,Balochistan,None,0,0
2025-02-07,35.1469,72.3795,8.3,40.0,0.297,0,5.9,22.5,8,Swat,KPK,None,0,0
2025-02-11,31.3432,69.418,17.5,53.3,0.419,0,8.3,16.5,9,Zhob,Balochistan,None,0,0
2025-02-15,35.9351,71.8059,11.3,49.5,0.171,0,9.3,13.4,4,Chitral,KPK,None,0,0
2025-02-19,35.4955,72.6475,13.8,62.2,0.419,0,2.1,17.6,1,Kalam,KPK,None,0,0
2025-02-20,35.8891,71.8191,11.8,26.4,0.183,1,0.0,16.5,7,Chitral,KPK,Human Activity,2000,1
2025-02-21,35.8191,71.7368,17.9,49.6,0.108,1,0.0,15.7,25,Chitral,KPK,Human Activity,2000,0
2025-02-23,35.9515,74.3551,10.8,31.8,0.363,0,1.2,13.7,4,Gilgit,GB,None,0,0
2025-02-27,36.2293,74.6403,9.1,50.9,0.352,0,1.4,11.2,3,Hunza,GB,None,0,0
2025-03-03,30.2165,66.923,26.3,36.6,0.185,0,3.0,17.1,9,Quetta,Balochistan,None,0,0
2025-03-07,35.1261,72.4,21.4,15.1,0.201,0,0.1,19.1,6,Swat,KPK,None,0,0
2025-03-10,35.2246,72.4724,21.5,12.9,0.342,1,0.0,22.1,16,Swat,KPK,Dry Weather,3500,3
2025-03-11,31.2441,69.4339,20.9,18.8,0.18,0,8.0,11.7,1,Zhob,Balochistan,None,0,0
2025-03-11,35.2614,72.4536,15.6,17.6,0.316,1,0.0,22.6,22,Swat,KPK,Dry Weather,3500,0
2025-03-12,35.1796,72.4713,25.4,12.1,0.272,1,0.0,14.1,17,Swat,KPK,Dry Weather,3500,0
2025-03-13,35.1915,72.386,24.1,10.9,0.278,1,0.0,10.9,23,Swat,KPK,Dry Weather,3500,0
2025-03-15,35.818,71.8602,20.6,33.0,0.335,0,2.6,22.7,0,Chitral,KPK,None,0,0
2025-03-19,35.4129,72.5016,17.7,33.5,0.238,0,7.0,22.8,8,Kalam,KPK,None,0,0
2025-03-23,35.9279,74.3866,21.9,40.2,0.202,0,4.8,18.7,0,Gilgit,GB,None,0,0
2025-03-27,36.2187,74.6478,22.7,15.8,0.364,0,8.8,23.3,9,Hunza,GB,None,0,0
2025-03-31,30.2384,66.9511,23.3,41.1,0.331,0,4.3,21.0,9,Quetta,Balochistan,None,0,0
2025-04-04,31.3239,69.5134,26.9,43.4,0.276,0,8.6,25.3,7,Zhob,Balochistan,None,0,0
2025-04-05,35.1675,71.9068,22.4,23.2,0.155,1,0.8,21.9,13,Dir,KPK,Dry Weather,3800,2
2025-04-06,35.2176,71.8726,29.5,27.8,0.237,1,0.0,31.3,19,Dir,KPK,Dry Weather,3800,0
2025-04-07,35.2082,71.8596,33.3,10.3,0.131,1,0.0,18.2,5,Dir,KPK,Dry Weather,3800,0
2025-04-08,35.1632,71.9237,24.3,18.2,0.228,1,0.0,28.0,29,Dir,KPK,Dry Weather,3800,0
2025-04-08,35.8856,71.7585,26.9,26.4,0.311,0,8.5,33.1,8,Chitral,KPK,None,0,0
2025-04-12,35.3985,72.5186,19.0,39.1,0.22,0,6.2,34.5,2,Kalam,KPK,None,0,0
2025-04-16,35.9801,74.2935,25.0,41.6,0.45,0,6.4,44.0,0,Gilgit,GB,None,0,0
2025-04-20,36.2459,74.6912,27.3,32.0,0.258,0,0.7,33.2,9,Hunza,GB,None,0,0
2025-04-24,30.1714,66.9366,29.8,18.1,0.446,0,5.2,25.3,7,Quetta,Balochistan,None,0,0
2025-04-25,35.5078,73.0451,33.9,26.6,0.299,1,0.0,25.7,13,Kohistan,KPK,Lightning,5500,4
2025-04-26,35.4837,73.0089,26.6,5.0,0.182,1,0.0,27.3,19,Kohistan,KPK,Lightning,5500,0
2025-04-27,35.4715,72.9809,24.1,30.3,0.108,1,0.0,16.7,6,Kohistan,KPK,Lightning,5500,0
2025-04-28,35.5465,72.9735,29.8,38.7,0.298,1,0.0,40.2,16,Kohistan,KPK,Lightning,5500,0
2025-04-28,35.2784,72.4548,23.2,22.0,0.253,0,8.0,18.8,9,Swat,KPK,None,0,0
2025-04-29,35.4972,73.0104,26.4,25.7,0.235,1,0.0,44.0,10,Kohistan,KPK,Lightning,5500,0
2025-04-30,35.5478,73.0437,34.1,33.2,0.307,1,0.0,42.3,16,Kohistan,KPK,Lightning,5500,0
2025-05-02,35.8968,74.3046,29.4,25.5,0.244,0,5.2,18.2,3,Gilgit,GB,None,0,0
2025-05-06,36.3419,74.6442,28.7,36.9,0.358,0,6.1,42.7,2,Hunza,GB,None,0,0
2025-05-10,30.1457,66.9642,33.7,39.6,0.306,0,7.9,22.9,0,Quetta,Balochistan,None,0,0
2025-05-14,35.1765,72.5175,34.7,29.8,0.161,0,2.2,41.1,1,Swat,KPK,None,0,0
2025-05-14,34.5715,72.5554,36.9,11.5,0.267,1,0.0,44.5,8,Shangla,KPK,Dry Weather,6000,7
2025-05-15,34.635,72.5003,37.3,30.8,0.341,1,0.9,36.4,15,Shangla,KPK,Dry Weather,6000,0
2025-05-16,34.6611,72.4709,30.6,5.0,0.24,1,0.0,36.8,27,Shangla,KPK,Dry Weather,6000,0
2025-05-17,34.6168,72.4759,29.0,26.7,0.203,1,0.0,16.7,6,Shangla,KPK,Dry Weather,6000,0
2025-05-18,31.3952,69.5124,24.1,33.0,0.195,0,2.1,33.6,9,Zhob,Balochistan,None,0,0
2025-05-18,34.5879,72.5537,26.2,8.7,0.344,1,0.0,32.5,19,Shangla,KPK,Dry Weather,6000,0
2025-05-19,34.6644,72.5234,28.2,24.7,0.344,1,0.0,20.2,12,Shangla,KPK,Dry Weather,6000,0
2025-05-20,34.6292,72.5502,37.5,31.4,0.225,1,0.0,32.0,26,Shangla,KPK,Dry Weather,6000,0
2025-05-22,35.9368,71.7754,26.9,37.4,0.403,0,9.2,20.6,6,Chitral,KPK,None,0,0
2025-05-26,35.5419,72.6581,30.5,28.2,0.291,0,4.1,19.4,0,Kalam,KPK,None,0,0
2025-05-30,35.8531,74.359,34.8,35.2,0.386,0,8.7,41.1,5,Gilgit,GB,None,0,0
2025-06-01,35.965,74.3359,40.3,34.4,0.243,1,0.0,32.2,8,Gilgit,GB,Human Activity,2200,0
2025-06-02,35.8788,74.2593,38.0,33.4,0.301,1,0.0,26.1,29,Gilgit,GB,Human Activity,2200,0
2025-06-03,30.1333,66.9573,42.6,31.9,0.363,0,0.7,25.9,4,Quetta,Balochistan,None,0,0
2025-06-07,35.3207,72.4054,31.8,16.6,0.493,0,3.0,17.6,0,Swat,KPK,None,0,0
2025-06-11,31.3465,69.4069,34.3,27.7,0.567,0,1.0,31.6,6,Zhob,Balochistan,None,0,0
2025-06-15,35.8477,71.8393,33.5,22.8,0.639,0,8.9,21.2,0,Chitral,KPK,None,0,0
2025-06-19,35.5637,72.4758,34.2,36.2,0.558,0,6.3,40.3,5,Kalam,KPK,None,0,0
2025-06-20,31.3837,69.4026,47.0,31.8,0.33,1,0.0,25.7,5,Zhob,Balochistan,Dry Weather,2800,1
2025-06-21,31.3755,69.42,40.3,14.3,0.339,1,0.0,19.2,20,Zhob,Balochistan,Dry Weather,2800,0
2025-06-22,31.324,69.471,43.1,18.0,0.287,1,0.0,31.4,11,Zhob,Balochistan,Dry Weather,2800,0
2025-06-23,35.8357,74.213,29.8,24.6,0.48,0,3.5,40.2,0,Gilgit,GB,None,0,0
2025-06-27,36.2814,74.6618,32.2,22.5,0.569,0,0.6,44.4,9,Hunza,GB,None,0,0
2025-07-01,35.8098,71.8625,33.1,62.8,0.635,0,45.8,19.9,9,Chitral,KPK,None,0,0
2025-07-05,35.527,72.6231,26.0,52.4,0.421,0,36.3,10.9,8,Kalam,KPK,None,0,0
2025-07-08,35.4804,72.5984,34.3,24.7,0.142,1,0.0,11.7,13,Kalam,KPK,Dry Weather,4000,5
2025-07-09,35.4422,72.6111,32.4,32.7,0.328,1,0.0,20.3,10,Kalam,KPK,Dry Weather,4000,0
2025-07-09,35.8252,74.3172,33.7,30.4,0.441,0,22.5,7.0,8,Gilgit,GB,None,0,0
2025-07-10,35.5284,72.5578,31.2,20.1,0.174,1,0.0,20.7,6,Kalam,KPK,Dry Weather,4000,0
2025-07-11,35.503,72.6132,26.1,31.0,0.196,1,0.0,8.2,26,Kalam,KPK,Dry Weather,4000,0
2025-07-12,35.4755,72.5406,27.8,25.1,0.234,1,0.0,8.2,13,Kalam,KPK,Dry Weather,4000,0
2025-07-13,36.3386,74.561,30.6,61.7,0.53,0,35.4,11.3,8,Hunza,GB,None,0,0
2025-07-17,30.2264,67.0504,38.6,34.6,0.545,0,22.4,17.8,4,Quetta,Balochistan,None,0,0
2025-07-21,35.2849,72.523,31.1,40.2,0.359,0,12.6,9.6,7,Swat,KPK,None,0,0
2025-07-25,31.2726,69.382,26.5,47.6,0.541,0,44.0,23.1,6,Zhob,Balochistan,None,0,0
2025-07-29,35.9367,71.8257,24.0,60.1,0.464,0,13.8,14.6,1,Chitral,KPK,None,0,0
2025-08-02,35.8856,74.3014,29.3,38.1,0.594,0,15.9,13.9,1,Gilgit,GB,None,0,0
2025-08-02,36.3248,74.6148,37.0,25.4,0.21,1,0.0,9.3,19,Hunza,GB,Lightning,1800,0
2025-08-03,36.3459,74.6116,27.1,50.0,0.177,1,0.0,6.4,15,Hunza,GB,Lightning,1800,0
2025-08-06,36.2996,74.5892,22.7,51.9,0.569,0,6.4,22.6,8,Hunza,GB,None,0,0
2025-08-10,30.1914,66.9546,27.9,53.8,0.365,0,13.6,24.5,9,Quetta,Balochistan,None,0,0
2025-08-14,35.2387,72.3422,25.5,52.5,0.416,0,16.2,23.3,2,Swat,KPK,None,0,0
2025-08-18,31.3025,69.4658,25.5,31.5,0.302,0,29.1,10.1,6,Zhob,Balochistan,None,0,0
2025-08-22,35.844,71.8453,23.8,35.7,0.464,0,49.3,12.4,8,Chitral,KPK,None,0,0
2025-08-26,35.4923,72.6366,21.7,36.9,0.699,0,45.5,9.4,8,Kalam,KPK,None,0,0
2025-08-30,35.9237,74.396,27.7,38.9,0.304,0,24.4,22.4,9,Gilgit,GB,None,0,0
2025-09-03,30.1124,67.0331,25.0,61.3,0.445,0,24.8,17.2,0,Quetta,Balochistan,None,0,0
2025-09-07,35.1312,72.4072,29.9,57.6,0.358,0,45.2,22.2,7,Swat,KPK,None,0,0
2025-09-11,31.2746,69.3808,29.6,46.7,0.572,0,49.5,7.2,4,Zhob,Balochistan,None,0,0
2025-09-15,35.7836,71.8099,22.1,55.0,0.392,0,29.6,7.6,6,Chitral,KPK,None,0,0
2025-09-15,34.3966,73.5192,25.7,22.4,0.347,1,0.0,24.5,14,Muzaffarabad,AJK,Dry Weather,1200,0
2025-09-19,35.5519,72.6557,18.0,58.2,0.518,0,17.7,19.0,4,Kalam,KPK,None,0,0
2025-09-23,35.8351,74.3027,21.8,55.8,0.356,0,25.4,17.4,0,Gilgit,GB,None,0,0
2025-09-27,36.3154,74.7062,27.2,42.0,0.542,0,33.7,20.7,5,Hunza,GB,None,0,0
2025-10-01,35.8447,71.8736,14.0,31.3,0.426,0,0.4,22.0,5,Chitral,KPK,None,0,0
2025-10-05,35.4544,72.5907,23.6,26.8,0.446,0,8.2,14.3,5,Kalam,KPK,None,0,0
2025-10-08,30.1425,66.9725,33.6,21.6,0.267,1,0.0,20.7,21,Quetta,Balochistan,Human Activity,700,0
2025-10-09,36.0055,74.3169,24.4,34.1,0.224,0,2.0,20.4,5,Gilgit,GB,None,0,0
2025-10-13,36.3646,74.6691,22.7,22.7,0.25,0,9.5,9.7,5,Hunza,GB,None,0,0
2025-10-17,30.1137,67.0693,25.1,17.3,0.418,0,5.7,24.5,0,Quetta,Balochistan,None,0,0
2025-10-21,35.277,72.4642,14.8,23.4,0.34,0,8.1,7.4,8,Swat,KPK,None,0,0
2025-10-25,31.3032,69.362,24.4,24.5,0.379,0,5.5,12.9,5,Zhob,Balochistan,None,0,0
2025-10-29,35.9356,71.7275,14.4,21.7,0.416,0,7.7,17.9,5,Chitral,KPK,None,0,0
2025-11-02,35.864,74.314,12.1,43.4,0.368,0,7.2,13.2,4,Gilgit,GB,None,0,0
2025-11-06,36.3625,74.5625,9.0,31.4,0.394,0,9.2,5.4,3,Hunza,GB,None,0,0
2025-11-10,30.1929,66.998,22.6,29.8,0.324,0,4.0,13.7,4,Quetta,Balochistan,None,0,0
2025-11-14,35.1607,72.4157,18.7,42.7,0.412,0,6.8,16.6,6,Swat,KPK,None,0,0
2025-11-18,31.2458,69.4167,13.5,17.8,0.313,0,2.3,8.8,3,Zhob,Balochistan,None,0,0
2025-11-20,34.0498,71.5068,17.9,12.6,0.237,1,0.0,19.4,13,Peshawar,KPK,Dry Weather,450,0
2025-11-22,35.8761,71.8301,13.2,17.3,0.216,0,2.6,15.4,5,Chitral,KPK,None,0,0
2025-11-26,35.4254,72.6486,13.0,28.7,0.185,0,8.7,5.7,2,Kalam,KPK,None,0,0
2025-11-30,35.9102,74.3571,10.2,39.5,0.224,0,7.1,14.5,3,Gilgit,GB,None,0,0
2025-12-04,31.3844,69.4735,14.2,32.1,0.189,0,5.7,10.5,0,Zhob,Balochistan,None,0,0
2025-12-05,35.4475,74.1238,19.2,58.1,0.26,1,0.0,18.8,26,Chillas,GB,Dry Weather,600,0
2025-12-08,35.7688,71.8595,12.7,33.1,0.354,0,8.4,22.8,4,Chitral,KPK,None,0,0
2025-12-12,35.4701,72.4853,6.0,62.1,0.244,0,2.7,9.0,1,Kalam,KPK,None,0,0
2025-12-16,35.8753,74.2414,6.5,51.9,0.366,0,5.7,7.3,1,Gilgit,GB,None,0,0
2025-12-20,36.318,74.6989,11.4,54.5,0.415,0,6.5,13.1,3,Hunza,GB,None,0,0
2025-12-24,30.2024,67.0667,9.2,30.6,0.442,0,3.1,19.6,9,Quetta,Balochistan,None,0,0
2025-12-28,35.1395,72.4178,10.4,60.2,0.415,0,3.1,10.3,3,Swat,KPK,None,0,0
