date,latitude,longitude,rainfall_mm,max_24hr_rainfall_mm,slope_degree,elevation_m,soil_type,consecutive_wet_days,landslide_occurred,city,province,landslide_cause,deaths,people_affected
2024-04-25,35.9053,74.2804,21.6,9.9,19.3,3516,Rocky,2,0,Gilgit,GB,None,0,0
2024-04-29,35.1967,71.8255,0.0,0.0,28.4,1317,Loam,0,0,Dir,KPK,None,0,0
2024-05-03,35.7806,71.8309,19.2,12.3,21.5,855,Loam,4,0,Chitral,KPK,None,0,0
2024-05-07,35.8726,74.405,0.0,0.0,19.9,3934,Clay,2,0,Gilgit,GB,None,0,0
2024-05-08,35.2062,72.4362,49.7,38.2,43.2,1713,Sandy Loam,6,1,Swat,KPK,Heavy Rain,11,650
2024-05-09,35.2575,72.4735,57.9,30.5,45.7,1882,Silt,8,1,Swat,KPK,Heavy Rain,0,650
2024-05-11,35.1676,71.8645,3.7,1.3,23.8,1942,Clay,4,0,Dir,KPK,None,0,0
2024-05-15,35.8601,71.6901,0.0,0.0,19.4,2489,Sandy Loam,1,0,Chitral,KPK,None,0,0
2024-05-19,35.898,74.3797,0.0,0.0,16.7,3362,Sandy Loam,4,0,Gilgit,GB,None,0,0
2024-05-23,35.1057,71.9566,0.0,0.0,15.5,1694,Clay,2,0,Dir,KPK,None,0,0
2024-05-27,35.8588,71.8342,0.0,0.0,28.9,2267,Sandy Loam,1,0,Chitral,KPK,None,0,0
2024-05-31,35.9478,74.3176,0.8,0.3,20.0,1252,Loam,1,0,Gilgit,GB,None,0,0
2024-06-01,35.5032,73.046,96.1,60.5,51.2,1552,Clay,14,1,Kohistan,KPK,Monsoon Rain,20,1400
2024-06-02,35.5141,73.0046,62.7,43.9,54.6,3423,Loam,6,1,Kohistan,KPK,Monsoon Rain,0,1400
2024-06-04,36.3659,74.6302,14.1,6.1,11.6,2634,Sandy Loam,3,0,Hunza,GB,None,0,0
2024-06-08,34.3525,73.5597,0.0,0.0,17.8,1817,Clay,1,0,Muzaffarabad,AJK,None,0,0
2024-06-12,35.3015,72.4327,0.0,0.0,16.9,3064,Rocky,3,0,Swat,KPK,None,0,0
2024-06-16,36.2981,74.6372,0.0,0.0,14.1,3841,Rocky,0,0,Hunza,GB,None,0,0
2024-06-20,34.2793,73.4425,0.0,0.0,13.2,719,Clay,3,0,Muzaffarabad,AJK,None,0,0
2024-06-20,35.2119,71.8556,88.2,51.7,47.7,1110,Silt,8,1,Dir,KPK,Monsoon Rain,15,950
2024-06-21,35.2251,71.9104,47.8,24.5,49.9,2121,Loam,3,1,Dir,KPK,Monsoon Rain,0,950
2024-06-22,35.1648,71.9211,28.0,18.4,45.7,1237,Loam,11,1,Dir,KPK,Monsoon Rain,0,950
2024-06-24,35.3059,72.3503,29.5,20.1,27.8,3260,Loam,1,0,Swat,KPK,None,0,0
2024-06-28,36.3253,74.6519,29.1,11.1,18.1,4884,Clay,0,0,Hunza,GB,None,0,0
2024-07-02,34.3226,73.4051,2.6,1.0,18.1,1915,Sandy Loam,3,0,Muzaffarabad,AJK,None,0,0
2024-07-06,35.2702,72.3396,0.0,0.0,11.2,1620,Clay,4,0,Swat,KPK,None,0,0
2024-07-08,34.597,72.5117,79.3,57.3,46.5,3496,Clay,5,1,Shangla,KPK,Monsoon Rain,22,1600
2024-07-09,34.5893,72.4993,60.4,48.5,46.5,2763,Sandy Loam,13,1,Shangla,KPK,Monsoon Rain,0,1600
2024-07-10,34.6507,72.5345,32.9,29.2,46.0,1870,Clay,9,1,Shangla,KPK,Monsoon Rain,0,1600
2024-07-10,36.361,74.6347,5.3,1.7,27.8,4417,Clay,1,0,Hunza,GB,None,0,0
2024-07-14,34.3009,73.4089,0.0,0.0,29.6,1829,Clay,3,0,Muzaffarabad,AJK,None,0,0
2024-07-18,35.2414,72.5034,0.0,0.0,14.1,3144,Silt,2,0,Swat,KPK,None,0,0
2024-07-22,36.3088,74.5735,0.0,0.0,12.4,2388,Loam,4,0,Hunza,GB,None,0,0
2024-07-22,34.4028,73.5004,53.6,46.3,43.5,2787,Clay,14,1,Muzaffarabad,AJK,Monsoon Rain,11,800
2024-07-23,34.3807,73.4456,67.0,59.9,44.1,1003,Rocky,8,1,Muzaffarabad,AJK,Monsoon Rain,0,800
2024-07-26,34.2805,73.5292,9.9,3.7,29.5,2183,Loam,3,0,Muzaffarabad,AJK,None,0,0
2024-07-30,35.2045,72.5217,0.0,0.0,11.7,1533,Silt,4,0,Swat,KPK,None,0,0
2024-08-03,35.8309,71.8294,1.2,0.5,27.5,2152,Rocky,1,0,Chitral,KPK,None,0,0
2024-08-05,35.8745,74.3489,54.6,28.6,56.8,2398,Sandy Loam,11,1,Gilgit,GB,Monsoon Rain,9,550
2024-08-06,35.9172,74.3113,49.3,36.0,61.0,4493,Loam,9,1,Gilgit,GB,Monsoon Rain,0,550
2024-08-07,35.8472,74.3448,0.0,0.0,20.5,3902,Clay,4,0,Gilgit,GB,None,0,0
2024-08-11,35.1566,71.9392,2.5,1.0,27.1,1152,Loam,2,0,Dir,KPK,None,0,0
2024-08-15,35.8914,71.7989,0.0,0.0,21.6,1588,Clay,1,0,Chitral,KPK,None,0,0
2024-08-19,35.8363,74.3712,7.6,3.5,27.3,2082,Clay,1,0,Gilgit,GB,None,0,0
2024-08-20,34.6124,73.8709,54.1,43.7,55.3,1680,Silt,7,1,Neelum Valley,AJK,Monsoon Rain,7,450
2024-08-23,35.1562,71.9777,0.0,0.0,15.7,2734,Clay,3,0,Dir,KPK,None,0,0
2024-08-27,35.8938,71.8262,8.2,4.3,25.1,1978,Rocky,2,0,Chitral,KPK,None,0,0
2024-08-31,35.8795,74.372,2.4,0.7,16.4,4392,Loam,2,0,Gilgit,GB,None,0,0
2024-09-04,36.3118,74.7382,16.4,11.1,23.7,3451,Sandy Loam,0,0,Hunza,GB,None,0,0
2024-09-08,34.3916,73.3833,12.1,6.1,11.8,2643,Clay,2,0,Muzaffarabad,AJK,None,0,0
2024-09-10,35.4862,76.6943,87.6,66.5,65.7,2523,Clay,9,1,Ghanche,GB,Heavy Rain,6,320
2024-09-12,35.1435,72.5192,25.8,14.3,19.7,1285,Rocky,0,0,Swat,KPK,None,0,0
2024-09-16,36.2588,74.6258,12.1,7.0,20.1,3278,Clay,3,0,Hunza,GB,None,0,0
2024-09-20,34.4073,73.5456,16.6,8.1,15.9,1693,Rocky,0,0,Muzaffarabad,AJK,None,0,0
2024-09-24,35.1894,72.5245,20.3,12.2,23.9,1471,Clay,3,0,Swat,KPK,None,0,0
2024-09-28,36.2425,74.6576,10.4,6.4,14.7,4487,Clay,0,0,Hunza,GB,None,0,0
2024-10-02,34.422,73.5677,6.4,1.9,16.2,2933,Sandy Loam,2,0,Muzaffarabad,AJK,None,0,0
2024-10-06,35.2324,72.458,0.0,0.0,12.3,2104,Clay,0,0,Swat,KPK,None,0,0
2024-10-10,36.2883,74.6755,3.8,2.4,13.7,1920,Clay,2,0,Hunza,GB,None,0,0
2024-10-14,34.3488,73.3718,11.6,4.1,24.1,1153,Loam,3,0,Muzaffarabad,AJK,None,0,0
2024-10-18,35.2755,72.4748,14.1,6.7,10.7,1140,Sandy Loam,3,0,Swat,KPK,None,0,0
2024-10-22,36.3641,74.6739,0.9,0.3,21.0,1833,Loam,1,0,Hunza,GB,None,0,0
2024-10-26,34.4312,73.4188,0.0,0.0,23.1,2090,Rocky,3,0,Muzaffarabad,AJK,None,0,0
2024-10-30,35.2757,72.3821,14.7,9.9,12.4,2409,Rocky,0,0,Swat,KPK,None,0,0
2024-11-03,35.8439,71.8773,0.0,0.0,24.9,1955,Sandy Loam,1,0,Chitral,KPK,None,0,0
2024-11-07,35.8438,74.2479,8.1,3.5,14.6,3852,Silt,2,0,Gilgit,GB,None,0,0
2024-11-11,35.152,71.8784,0.0,0.0,13.1,1746,Loam,1,0,Dir,KPK,None,0,0
2024-11-15,35.8139,71.8044,29.4,19.2,24.9,1815,Loam,2,0,Chitral,KPK,None,0,0
2024-11-19,35.8635,74.2288,22.9,12.8,15.5,2776,Loam,4,0,Gilgit,GB,None,0,0
2024-11-23,35.2911,71.8344,20.6,8.6,17.5,2820,Clay,3,0,Dir,KPK,None,0,0
2024-11-27,35.908,71.8196,13.0,5.6,14.9,1402,Sandy Loam,3,0,Chitral,KPK,None,0,0
2024-12-01,36.0029,74.2937,29.6,11.2,27.8,1422,Clay,0,0,Gilgit,GB,None,0,0
2024-12-05,35.2398,71.9071,0.0,0.0,25.0,1256,Clay,1,0,Dir,KPK,None,0,0
2024-12-09,35.835,71.8359,1.4,0.9,11.6,2931,Silt,2,0,Chitral,KPK,None,0,0
2024-12-13,35.923,74.2886,0.0,0.0,28.4,1293,Loam,1,0,Gilgit,GB,None,0,0
2024-12-17,35.2789,71.9572,6.5,3.8,13.3,2385,Clay,4,0,Dir,KPK,None,0,0
2024-12-21,35.8865,71.7119,0.0,0.0,26.0,3060,Loam,4,0,Chitral,KPK,None,0,0
2024-12-25,35.9164,74.3468,6.1,2.9,23.7,2644,Loam,0,0,Gilgit,GB,None,0,0
2024-12-29,35.1609,71.893,0.0,0.0,28.3,1115,Loam,1,0,Dir,KPK,None,0,0
2025-01-02,34.2884,73.5542,6.9,4.5,26.3,2079,Rocky,2,0,Muzaffarabad,AJK,None,0,0
2025-01-06,35.258,72.4722,0.0,0.0,22.1,2322,Clay,4,0,Swat,KPK,None,0,0
2025-01-10,36.3389,74.666,0.0,0.0,10.1,2194,Sandy Loam,0,0,Hunza,GB,None,0,0
2025-01-14,34.381,73.3925,3.9,2.3,11.4,1523,Clay,0,0,Muzaffarabad,AJK,None,0,0
2025-01-18,35.1935,72.3988,0.7,0.3,27.1,1228,Sandy Loam,0,0,Swat,KPK,None,0,0
2025-01-22,36.2223,74.6245,0.0,0.0,24.3,3532,Sandy Loam,1,0,Hunza,GB,None,0,0
2025-01-26,34.4285,73.5657,8.1,5.0,25.6,2138,Loam,2,0,Muzaffarabad,AJK,None,0,0
2025-01-30,35.3149,72.42,1.8,1.0,23.1,2886,Loam,0,0,Swat,KPK,None,0,0
2025-02-03,35.838,71.7759,14.8,7.5,23.0,2056,Rocky,3,0,Chitral,KPK,None,0,0
2025-02-07,35.8335,74.247,0.0,0.0,27.9,2203,Silt,3,0,Gilgit,GB,None,0,0
2025-02-11,35.1293,71.8156,2.7,1.0,24.8,3189,Loam,4,0,Dir,KPK,None,0,0
2025-02-15,35.8635,71.7017,0.0,0.0,14.6,1189,Rocky,2,0,Chitral,KPK,None,0,0
2025-02-19,35.8321,74.2878,9.0,5.9,25.9,3865,Sandy Loam,3,0,Gilgit,GB,None,0,0
2025-02-23,35.2957,71.979,11.0,4.0,25.0,1548,Clay,2,0,Dir,KPK,None,0,0
2025-02-27,35.8866,71.7167,10.3,6.2,29.0,1491,Clay,0,0,Chitral,KPK,None,0,0
2025-03-03,35.7723,71.7602,27.3,12.3,20.0,3335,Sandy Loam,2,0,Chitral,KPK,None,0,0
2025-03-07,35.9221,74.2653,4.4,1.8,12.6,2480,Clay,0,0,Gilgit,GB,None,0,0
2025-03-11,35.1317,71.9296,0.0,0.0,14.2,1088,Loam,1,0,Dir,KPK,None,0,0
2025-03-12,35.8491,71.8225,54.2,42.2,48.6,3485,Clay,13,1,Chitral,KPK,Snowmelt,9,500
2025-03-13,35.8448,71.7693,38.6,34.0,49.6,2537,Clay,14,1,Chitral,KPK,Snowmelt,0,500
2025-03-14,35.869,71.7731,19.3,10.0,48.5,1265,Rocky,4,1,Chitral,KPK,Snowmelt,0,500
2025-03-15,35.8697,71.8233,7.3,3.4,18.9,2706,Clay,3,0,Chitral,KPK,None,0,0
2025-03-19,35.8931,74.2901,0.0,0.0,13.2,2607,Clay,4,0,Gilgit,GB,None,0,0
2025-03-23,35.2661,71.8296,0.0,0.0,12.6,930,Sandy Loam,3,0,Dir,KPK,None,0,0
2025-03-27,35.8721,71.81,12.1,6.0,26.7,2688,Sandy Loam,2,0,Chitral,KPK,None,0,0
2025-03-31,35.9398,74.3343,26.6,16.2,18.3,2710,Loam,0,0,Gilgit,GB,None,0,0
2025-04-04,36.2277,74.6905,18.6,7.5,13.1,2502,Sandy Loam,3,0,Hunza,GB,None,0,0
2025-04-08,34.3622,73.5553,20.5,7.4,26.6,2960,Clay,1,0,Muzaffarabad,AJK,None,0,0
2025-04-08,36.3212,74.6841,58.3,43.8,59.0,3713,Rocky,7,1,Hunza,GB,Snowmelt,7,900
2025-04-12,35.2744,72.4078,0.0,0.0,18.5,1334,Loam,3,0,Swat,KPK,None,0,0
2025-04-16,36.3919,74.5726,29.7,16.8,24.8,2286,Rocky,4,0,Hunza,GB,None,0,0
2025-04-20,34.4673,73.4831,0.0,0.0,19.7,2865,Clay,4,0,Muzaffarabad,AJK,None,0,0
2025-04-24,35.1753,72.3676,3.1,2.1,16.2,2704,Loam,1,0,Swat,KPK,None,0,0
2025-04-28,36.2294,74.6303,0.0,0.0,15.7,2437,Clay,4,0,Hunza,GB,None,0,0
2025-05-02,35.2143,72.4366,33.6,21.7,45.0,2259,Sandy Loam,13,1,Swat,KPK,Heavy Rain,13,700
2025-05-02,34.3889,73.5428,9.2,3.9,29.4,1032,Silt,1,0,Muzaffarabad,AJK,None,0,0
2025-05-03,35.1852,72.4187,50.6,27.4,42.5,1909,Silt,3,1,Swat,KPK,Heavy Rain,0,700
2025-05-06,35.1952,72.3402,8.8,5.0,10.2,1904,Loam,2,0,Swat,KPK,None,0,0
2025-05-10,36.3813,74.6955,9.0,6.1,29.3,2667,Silt,3,0,Hunza,GB,None,0,0
2025-05-14,34.328,73.4288,6.9,3.2,11.3,2692,Clay,1,0,Muzaffarabad,AJK,None,0,0
2025-05-18,35.244,72.5157,0.0,0.0,29.7,2557,Loam,0,0,Swat,KPK,None,0,0
2025-05-22,36.3461,74.6003,0.0,0.0,13.3,2789,Silt,1,0,Hunza,GB,None,0,0
2025-05-25,35.4668,72.9963,83.9,58.0,51.8,2145,Sandy Loam,9,1,Kohistan,KPK,Heavy Rain,22,1500
2025-05-26,34.2885,73.5215,0.0,0.0,19.4,2739,Clay,4,0,Muzaffarabad,AJK,None,0,0
2025-05-26,35.4787,72.9591,61.2,31.3,56.0,2334,Loam,6,1,Kohistan,KPK,Heavy Rain,0,1500
2025-05-27,35.5106,73.0097,53.3,40.5,55.7,2555,Sandy Loam,8,1,Kohistan,KPK,Heavy Rain,0,1500
2025-05-30,35.2706,72.3808,3.3,1.4,27.3,1029,Loam,1,0,Swat,KPK,None,0,0
2025-06-03,35.815,71.8119,11.7,5.5,11.7,2751,Clay,0,0,Chitral,KPK,None,0,0
2025-06-07,35.9848,74.2189,1.9,1.3,20.1,3958,Silt,4,0,Gilgit,GB,None,0,0
2025-06-11,35.1837,71.8223,24.0,10.4,20.5,3470,Sandy Loam,2,0,Dir,KPK,None,0,0
2025-06-15,35.19,71.8801,96.7,72.6,48.0,899,Clay,7,1,Dir,KPK,Monsoon Rain,17,1000
2025-06-15,35.8398,71.8834,0.0,0.0,29.4,2087,Loam,2,0,Chitral,KPK,None,0,0
2025-06-19,35.9433,74.3717,19.4,13.1,28.0,2033,Clay,4,0,Gilgit,GB,None,0,0
2025-06-23,35.1272,71.8196,10.9,3.4,10.6,2749,Sandy Loam,1,0,Dir,KPK,None,0,0
2025-06-27,35.8876,71.7615,8.2,3.1,22.4,2263,Clay,0,0,Chitral,KPK,None,0,0
2025-07-01,35.8524,74.3786,0.0,0.0,28.5,3978,Loam,1,0,Gilgit,GB,None,0,0
2025-07-01,34.6383,72.5305,61.2,52.7,50.8,962,Clay,8,1,Shangla,KPK,Monsoon Rain,25,1800
2025-07-05,35.155,71.8649,0.0,0.0,27.8,1186,Clay,1,0,Dir,KPK,None,0,0
2025-07-09,35.7511,71.8766,0.0,0.0,23.0,3208,Clay,1,0,Chitral,KPK,None,0,0
2025-07-13,35.891,74.2522,6.7,3.1,21.6,2625,Sandy Loam,2,0,Gilgit,GB,None,0,0
2025-07-17,35.1083,71.9315,0.0,0.0,16.6,828,Clay,3,0,Dir,KPK,None,0,0
2025-07-18,34.3639,73.4875,91.6,50.9,47.7,798,Loam,14,1,Muzaffarabad,AJK,Monsoon Rain,13,900
2025-07-19,34.4067,73.4567,73.0,59.9,45.9,2120,Loam,7,1,Muzaffarabad,AJK,Monsoon Rain,0,900
2025-07-21,35.9483,71.7515,0.0,0.0,22.8,1002,Clay,1,0,Chitral,KPK,None,0,0
2025-07-25,35.8431,74.3109,28.1,12.5,14.6,2058,Silt,4,0,Gilgit,GB,None,0,0
2025-07-29,35.2839,71.9388,6.6,4.2,16.6,1609,Loam,3,0,Dir,KPK,None,0,0
2025-08-02,35.9171,74.2877,72.3,50.0,61.7,2337,Sandy Loam,10,1,Gilgit,GB,Monsoon Rain,10,600
2025-08-02,34.3943,73.5436,0.7,0.4,24.7,1713,Loam,0,0,Muzaffarabad,AJK,None,0,0
2025-08-03,35.8814,74.2728,75.7,39.6,61.6,4801,Loam,13,1,Gilgit,GB,Monsoon Rain,0,600
2025-08-06,35.1374,72.4114,0.0,0.0,11.9,2910,Clay,1,0,Swat,KPK,None,0,0
2025-08-10,36.3026,74.5694,21.7,10.6,11.2,1411,Loam,0,0,Hunza,GB,None,0,0
2025-08-14,34.4448,73.4132,0.0,0.0,16.7,2940,Rocky,1,0,Muzaffarabad,AJK,None,0,0
2025-08-18,35.3211,72.4326,0.0,0.0,19.4,2032,Sandy Loam,3,0,Swat,KPK,None,0,0
2025-08-18,34.6087,73.951,98.7,87.1,55.1,2058,Loam,4,1,Neelum Valley,AJK,Monsoon Rain,9,500
2025-08-19,34.5461,73.9451,59.4,33.9,55.5,1967,Silt,6,1,Neelum Valley,AJK,Monsoon Rain,0,500
2025-08-22,36.2236,74.5829,11.6,4.9,24.3,2665,Loam,3,0,Hunza,GB,None,0,0
2025-08-26,34.3828,73.4164,20.4,13.3,13.2,2018,Sandy Loam,1,0,Muzaffarabad,AJK,None,0,0
2025-08-30,35.2856,72.4563,29.1,10.6,11.3,989,Loam,1,0,Swat,KPK,None,0,0
2025-09-03,35.8006,71.7699,5.9,2.7,26.8,1007,Silt,3,0,Chitral,KPK,None,0,0
2025-09-05,35.4979,76.7328,45.8,31.1,66.3,3062,Clay,7,1,Ghanche,GB,Heavy Rain,7,350
2025-09-06,35.4488,76.7856,63.0,47.2,67.8,2446,Clay,3,1,Ghanche,GB,Heavy Rain,0,350
2025-09-07,35.835,74.3887,0.0,0.0,21.5,4195,Loam,1,0,Gilgit,GB,None,0,0
2025-09-07,35.4888,76.7384,36.8,32.2,64.1,1979,Clay,11,1,Ghanche,GB,Heavy Rain,0,350
2025-09-11,35.1388,71.8978,0.0,0.0,13.0,1973,Rocky,1,0,Dir,KPK,None,0,0
2025-09-15,35.9364,71.8386,0.0,0.0,28.2,1992,Clay,4,0,Chitral,KPK,None,0,0
2025-09-19,35.8682,74.3225,9.2,6.4,17.1,2674,Silt,2,0,Gilgit,GB,None,0,0
2025-09-23,35.2378,71.9503,23.5,10.1,18.1,1335,Silt,1,0,Dir,KPK,None,0,0
2025-09-27,35.7601,71.7018,0.0,0.0,12.1,1391,Sandy Loam,4,0,Chitral,KPK,None,0,0
2025-10-01,35.8877,74.2461,0.8,0.5,28.5,1817,Silt,1,0,Gilgit,GB,None,0,0
2025-10-05,35.1231,71.9088,9.2,3.2,27.3,1050,Silt,4,0,Dir,KPK,None,0,0
2025-10-09,35.8032,71.8338,28.8,19.7,29.9,2939,Sandy Loam,0,0,Chitral,KPK,None,0,0
2025-10-12,27.7766,66.6164,88.7,56.0,37.9,1362,Loam,6,1,Khuzdar,Balochistan,Heavy Rain,4,280
2025-10-13,35.864,74.4034,24.5,7.5,15.1,4166,Clay,1,0,Gilgit,GB,None,0,0
2025-10-17,35.1008,71.9143,0.0,0.0,17.3,1288,Clay,3,0,Dir,KPK,None,0,0
2025-10-21,35.9095,71.8066,0.0,0.0,25.0,3220,Sandy Loam,2,0,Chitral,KPK,None,0,0
2025-10-25,35.9585,74.2935,0.0,0.0,29.6,4611,Clay,4,0,Gilgit,GB,None,0,0
2025-10-29,35.2796,71.8112,7.8,2.6,18.5,3079,Clay,1,0,Dir,KPK,None,0,0
2025-11-02,34.4324,73.4019,0.0,0.0,16.3,1346,Sandy Loam,4,0,Muzaffarabad,AJK,None,0,0
2025-11-06,35.2217,72.495,25.4,10.8,26.7,1541,Loam,0,0,Swat,KPK,None,0,0
2025-11-10,36.3988,74.6362,1.2,0.6,28.0,3944,Rocky,1,0,Hunza,GB,None,0,0
2025-11-14,34.4623,73.5099,0.0,0.0,29.7,2634,Loam,1,0,Muzaffarabad,AJK,None,0,0
2025-11-18,35.1443,72.4792,10.2,6.6,29.5,865,Rocky,3,0,Swat,KPK,None,0,0
2025-11-22,36.3459,74.5579,24.5,12.6,14.4,4842,Silt,4,0,Hunza,GB,None,0,0
2025-11-26,34.283,73.4012,0.6,0.4,17.9,2819,Clay,0,0,Muzaffarabad,AJK,None,0,0
2025-11-30,35.2423,72.3848,22.7,7.8,14.9,2341,Loam,2,0,Swat,KPK,None,0,0
2025-12-04,36.3582,74.7241,4.2,2.5,26.9,4051,Loam,1,0,Hunza,GB,None,0,0
2025-12-08,34.4673,73.4829,0.0,0.0,11.7,1353,Clay,3,0,Muzaffarabad,AJK,None,0,0
2025-12-12,35.1421,72.4076,0.0,0.0,26.6,2457,Rocky,4,0,Swat,KPK,None,0,0
2025-12-16,36.3356,74.5984,18.0,9.4,17.6,1915,Loam,3,0,Hunza,GB,None,0,0
2025-12-20,34.3088,73.4749,0.0,0.0,13.3,2087,Loam,0,0,Muzaffarabad,AJK,None,0,0
2025-12-24,35.2513,72.4072,1.5,0.5,19.4,3419,Loam,2,0,Swat,KPK,None,0,0
2025-12-28,36.2716,74.7411,16.7,11.1,17.5,4392,Clay,0,0,Hunza,GB,None,0,0
