date,latitude,longitude,temp_max_c,temp_min_c,humidity_percent,heat_index_c,rainfall_mm,consecutive_dry_days,heatwave_occurred,city,province,deaths
2023-06-01,30.1575,71.5249,43.4,32.5,19.3,49.4,0.0,28,1,Multan,Punjab,0
2023-06-02,30.1575,71.5249,34.8,33.2,23.8,36.7,0.3,2,0,Multan,Punjab,0
2023-06-02,30.1575,71.5249,43.1,33.8,14.0,47.8,0.0,23,1,Multan,Punjab,0
2023-06-06,31.4504,73.135,40.9,35.8,35.7,40.3,3.6,13,0,Faisalabad,Punjab,0
2023-06-08,27.557,68.2247,49.1,32.5,34.8,51.6,0.0,28,1,Larkana,Sindh,6
2023-06-09,27.557,68.2247,48.0,36.3,35.5,53.7,0.0,24,1,Larkana,Sindh,0
2023-06-10,27.557,68.2247,46.6,33.0,28.4,48.8,0.0,34,1,Larkana,Sindh,0
2023-06-10,25.396,68.3578,37.3,36.4,46.4,39.4,4.9,5,0,Hyderabad,Sindh,0
2023-06-11,27.557,68.2247,45.7,35.2,22.9,49.0,0.0,17,1,Larkana,Sindh,0
2023-06-12,27.557,68.2247,44.9,32.8,27.1,47.0,0.0,10,1,Larkana,Sindh,0
2023-06-14,24.8607,67.0011,35.2,31.1,34.1,35.6,0.9,6,0,Karachi,Sindh,0
2023-06-18,30.1798,66.975,44.7,30.5,14.5,44.4,2.4,2,0,Quetta,Balochistan,0
2023-06-20,27.7052,68.8574,50.1,32.1,33.7,54.6,0.0,29,1,Sukkur,Sindh,9
2023-06-21,27.7052,68.8574,49.2,36.1,33.2,54.3,0.0,26,1,Sukkur,Sindh,0
2023-06-22,27.7052,68.8574,48.8,35.9,22.8,54.5,0.0,39,1,Sukkur,Sindh,0
2023-06-22,31.5204,74.3587,38.3,36.6,28.9,37.2,1.6,10,0,Lahore,Punjab,0
2023-06-23,27.7052,68.8574,47.4,32.7,33.6,52.2,0.0,33,1,Sukkur,Sindh,0
2023-06-24,27.7052,68.8574,46.3,35.2,31.9,49.5,0.0,35,1,Sukkur,Sindh,0
2023-06-26,27.7052,68.8574,34.7,34.9,45.3,35.5,0.6,13,0,Sukkur,Sindh,0
2023-06-30,30.1575,71.5249,34.6,33.5,32.8,36.2,2.7,9,0,Multan,Punjab,0
2023-07-02,25.396,68.3578,46.7,33.1,50.4,51.5,0.0,35,1,Hyderabad,Sindh,4
2023-07-03,25.396,68.3578,46.1,33.1,45.7,49.8,0.0,14,1,Hyderabad,Sindh,0
2023-07-04,30.1798,66.975,31.3,33.7,24.2,31.3,17.9,4,0,Quetta,Balochistan,0
2023-07-04,25.396,68.3578,45.6,31.0,42.4,48.8,0.0,20,1,Hyderabad,Sindh,0
2023-07-05,25.396,68.3578,44.0,34.9,38.5,46.8,0.0,23,1,Hyderabad,Sindh,0
2023-07-06,25.396,68.3578,42.9,33.8,42.8,46.5,0.0,18,1,Hyderabad,Sindh,0
2023-07-08,31.5204,74.3587,36.3,35.4,38.1,36.0,13.4,3,0,Lahore,Punjab,0
2023-07-12,27.7052,68.8574,35.2,28.0,54.8,33.5,20.7,3,0,Sukkur,Sindh,0
2023-07-15,30.0631,70.6339,45.2,35.4,41.8,48.3,0.0,11,1,DG Khan,Punjab,2
2023-07-16,30.1575,71.5249,38.7,30.1,52.6,36.8,12.9,4,0,Multan,Punjab,0
2023-07-16,30.0631,70.6339,45.1,34.9,42.8,50.8,0.0,38,1,DG Khan,Punjab,0
2023-07-17,30.0631,70.6339,44.1,35.5,29.3,48.5,0.0,20,1,DG Khan,Punjab,0
2023-07-18,30.0631,70.6339,42.6,34.2,42.5,45.7,0.0,32,1,DG Khan,Punjab,0
2023-07-19,30.0631,70.6339,42.3,32.9,27.1,46.7,0.0,20,1,DG Khan,Punjab,0
2023-07-20,30.0631,70.6339,41.1,31.6,35.1,46.7,0.0,43,1,DG Khan,Punjab,0
2023-07-20,31.4504,73.135,33.8,31.0,48.0,35.7,8.5,3,0,Faisalabad,Punjab,0
2023-07-21,30.0631,70.6339,39.9,32.9,37.6,44.4,0.0,34,1,DG Khan,Punjab,0
2023-07-22,30.0631,70.6339,39.5,34.5,36.0,41.5,0.0,23,1,DG Khan,Punjab,0
2023-07-23,30.0631,70.6339,38.4,34.0,36.6,43.5,0.0,11,1,DG Khan,Punjab,0
2023-07-24,25.396,68.3578,35.9,27.5,50.7,35.1,21.9,1,0,Hyderabad,Sindh,0
2023-07-28,31.5204,74.3587,44.3,32.9,41.3,49.6,0.0,24,1,Lahore,Punjab,1
2023-07-28,24.8607,67.0011,37.8,32.9,61.7,39.8,27.5,3,0,Karachi,Sindh,0
2023-07-29,31.5204,74.3587,42.8,34.1,31.2,48.2,0.0,28,1,Lahore,Punjab,0
2023-07-30,31.5204,74.3587,42.2,34.3,42.2,47.8,0.0,20,1,Lahore,Punjab,0
2023-07-31,31.5204,74.3587,41.0,35.7,28.8,44.1,0.0,32,1,Lahore,Punjab,0
2023-08-01,31.5204,74.3587,40.2,31.8,35.4,42.5,0.0,19,1,Lahore,Punjab,0
2023-08-01,31.5204,74.3587,33.3,28.3,45.3,34.3,24.0,0,0,Lahore,Punjab,0
2023-08-02,31.5204,74.3587,39.5,35.2,35.2,44.4,0.0,15,1,Lahore,Punjab,0
2023-08-03,31.5204,74.3587,38.3,31.1,34.0,41.9,0.0,39,1,Lahore,Punjab,0
2023-08-04,31.5204,74.3587,38.0,31.9,42.2,40.2,0.0,18,1,Lahore,Punjab,0
2023-08-05,31.5204,74.3587,36.9,34.1,39.0,40.2,0.0,30,1,Lahore,Punjab,0
2023-08-05,27.7052,68.8574,34.6,34.2,62.3,36.5,12.1,4,0,Sukkur,Sindh,0
2023-08-09,30.1575,71.5249,32.6,31.1,51.9,33.5,17.2,2,0,Multan,Punjab,0
2023-08-13,31.4504,73.135,37.6,33.2,38.1,40.5,21.0,0,0,Faisalabad,Punjab,0
2023-08-17,25.396,68.3578,35.1,28.7,47.1,35.0,19.9,2,0,Hyderabad,Sindh,0
2023-08-21,24.8607,67.0011,34.1,33.6,53.4,33.9,14.1,1,0,Karachi,Sindh,0
2023-08-25,30.1798,66.975,30.9,30.8,29.2,29.9,12.1,3,0,Quetta,Balochistan,0
2023-08-29,31.5204,74.3587,37.5,28.7,44.5,38.5,15.9,3,0,Lahore,Punjab,0
2023-09-02,30.1575,71.5249,35.3,30.0,42.2,35.8,9.3,0,0,Multan,Punjab,0
2023-09-06,31.4504,73.135,31.1,24.2,38.4,30.3,7.4,4,0,Faisalabad,Punjab,0
2023-09-10,25.396,68.3578,31.9,31.7,53.9,33.5,17.9,1,0,Hyderabad,Sindh,0
2023-09-14,24.8607,67.0011,33.4,26.6,50.1,32.9,23.0,2,0,Karachi,Sindh,0
2023-09-18,30.1798,66.975,31.1,20.6,30.7,31.6,22.6,2,0,Quetta,Balochistan,0
2023-09-22,31.5204,74.3587,30.1,30.2,39.3,31.9,10.8,3,0,Lahore,Punjab,0
2023-09-26,27.7052,68.8574,31.2,30.4,52.4,32.3,22.2,2,0,Sukkur,Sindh,0
2023-09-30,30.1575,71.5249,31.9,25.0,50.2,34.8,25.4,1,0,Multan,Punjab,0
2023-10-04,30.1798,66.975,26.3,17.8,36.6,25.7,1.9,7,0,Quetta,Balochistan,0
2023-10-08,31.5204,74.3587,32.6,19.6,40.2,33.0,0.3,13,0,Lahore,Punjab,0
2023-10-12,27.7052,68.8574,29.7,22.8,50.5,28.7,3.1,6,0,Sukkur,Sindh,0
2023-10-16,30.1575,71.5249,25.0,23.6,39.1,27.8,1.4,6,0,Multan,Punjab,0
2023-10-20,31.4504,73.135,27.4,20.6,51.0,28.7,3.1,6,0,Faisalabad,Punjab,0
2023-10-24,25.396,68.3578,31.9,26.9,53.4,31.5,2.7,11,0,Hyderabad,Sindh,0
2023-10-28,24.8607,67.0011,29.0,27.2,51.0,30.9,3.0,13,0,Karachi,Sindh,0
2023-11-01,31.5204,74.3587,25.7,18.7,38.7,25.9,4.6,8,0,Lahore,Punjab,0
2023-11-05,27.7052,68.8574,28.6,22.2,53.5,27.9,1.9,5,0,Sukkur,Sindh,0
2023-11-09,30.1575,71.5249,23.6,13.6,43.9,25.5,2.7,13,0,Multan,Punjab,0
2023-11-13,31.4504,73.135,21.2,11.1,52.4,24.1,0.8,14,0,Faisalabad,Punjab,0
2023-11-17,25.396,68.3578,22.5,24.2,49.6,21.3,2.6,5,0,Hyderabad,Sindh,0
2023-11-21,24.8607,67.0011,28.3,23.0,47.5,28.6,4.5,13,0,Karachi,Sindh,0
2023-11-25,30.1798,66.975,18.2,12.5,30.2,21.2,2.3,13,0,Quetta,Balochistan,0
2023-11-29,31.5204,74.3587,21.0,13.0,41.4,20.5,2.1,8,0,Lahore,Punjab,0
2023-12-03,25.396,68.3578,21.7,18.7,49.9,19.7,1.1,13,0,Hyderabad,Sindh,0
2023-12-07,24.8607,67.0011,24.6,20.0,61.6,25.2,0.5,5,0,Karachi,Sindh,0
2023-12-11,30.1798,66.975,13.7,4.0,32.9,13.2,1.8,13,0,Quetta,Balochistan,0
2023-12-15,31.5204,74.3587,19.6,9.3,44.6,20.5,2.0,14,0,Lahore,Punjab,0
2023-12-19,27.7052,68.8574,20.4,16.8,59.4,19.5,0.7,12,0,Sukkur,Sindh,0
2023-12-23,30.1575,71.5249,17.0,10.7,43.0,18.2,4.8,3,0,Multan,Punjab,0
2023-12-27,31.4504,73.135,20.6,14.6,37.5,22.3,1.1,14,0,Faisalabad,Punjab,0
2023-12-31,25.396,68.3578,18.3,13.4,61.0,18.1,2.3,13,0,Hyderabad,Sindh,0
2024-01-04,30.1798,66.975,11.9,4.7,31.5,13.8,1.1,13,0,Quetta,Balochistan,0
2024-01-08,31.5204,74.3587,11.9,7.2,49.8,12.6,2.6,11,0,Lahore,Punjab,0
2024-01-12,27.7052,68.8574,20.5,19.9,59.2,19.9,3.1,8,0,Sukkur,Sindh,0
2024-01-16,30.1575,71.5249,13.5,11.3,38.4,14.2,4.2,8,0,Multan,Punjab,0
2024-01-20,31.4504,73.135,18.8,12.3,52.2,17.4,0.8,2,0,Faisalabad,Punjab,0
2024-01-24,25.396,68.3578,23.2,18.0,51.8,23.6,4.0,3,0,Hyderabad,Sindh,0
2024-01-28,24.8607,67.0011,24.2,19.2,63.0,25.0,4.4,7,0,Karachi,Sindh,0
2024-02-01,31.5204,74.3587,20.0,13.9,41.4,22.3,4.9,6,0,Lahore,Punjab,0
2024-02-05,27.7052,68.8574,22.4,22.0,59.5,21.6,1.7,14,0,Sukkur,Sindh,0
2024-02-09,30.1575,71.5249,21.9,9.1,37.2,24.3,4.5,2,0,Multan,Punjab,0
2024-02-13,31.4504,73.135,18.8,16.2,48.7,18.3,2.4,4,0,Faisalabad,Punjab,0
2024-02-17,25.396,68.3578,24.6,22.5,50.8,23.7,3.0,11,0,Hyderabad,Sindh,0
2024-02-21,24.8607,67.0011,23.0,15.4,53.8,23.4,1.4,14,0,Karachi,Sindh,0
2024-02-25,30.1798,66.975,13.2,13.6,33.5,15.2,0.5,4,0,Quetta,Balochistan,0
2024-02-29,31.5204,74.3587,15.2,10.4,40.6,14.7,3.1,10,0,Lahore,Punjab,0
2024-03-04,30.1798,66.975,25.2,14.8,22.8,26.1,4.9,2,0,Quetta,Balochistan,0
2024-03-08,31.5204,74.3587,28.3,20.1,45.1,30.8,2.3,4,0,Lahore,Punjab,0
2024-03-12,27.7052,68.8574,30.3,24.1,58.5,31.2,4.7,13,0,Sukkur,Sindh,0
2024-03-16,30.1575,71.5249,20.3,16.3,45.6,22.2,1.4,12,0,Multan,Punjab,0
2024-03-20,31.4504,73.135,22.9,20.7,50.6,25.7,2.0,8,0,Faisalabad,Punjab,0
2024-03-24,25.396,68.3578,32.1,23.1,49.4,31.5,4.0,11,0,Hyderabad,Sindh,0
2024-03-28,24.8607,67.0011,25.1,24.4,59.6,25.2,2.8,13,0,Karachi,Sindh,0
2024-04-01,31.5204,74.3587,34.2,27.1,24.3,36.9,0.7,11,0,Lahore,Punjab,0
2024-04-05,29.5436,67.8772,50.9,25.2,11.7,54.1,0.3,35,1,Sibi,Balochistan,7
2024-04-05,27.7052,68.8574,32.9,32.8,38.1,31.2,0.4,11,0,Sukkur,Sindh,0
2024-04-06,29.5436,67.8772,50.0,22.6,10.0,52.4,0.0,15,1,Sibi,Balochistan,0
2024-04-07,29.5436,67.8772,48.5,21.5,10.0,53.9,0.8,23,1,Sibi,Balochistan,0
2024-04-08,29.5436,67.8772,48.0,22.4,10.0,50.0,0.0,39,1,Sibi,Balochistan,0
2024-04-09,29.5436,67.8772,47.0,24.0,10.0,50.9,0.0,11,1,Sibi,Balochistan,0
2024-04-09,30.1575,71.5249,28.3,22.4,26.0,29.5,4.1,8,0,Multan,Punjab,0
2024-04-13,31.4504,73.135,31.0,24.0,22.3,29.5,0.8,6,0,Faisalabad,Punjab,0
2024-04-17,25.396,68.3578,37.3,25.6,46.9,36.0,4.6,7,0,Hyderabad,Sindh,0
2024-04-18,28.2769,68.4514,52.4,29.3,27.3,54.6,0.0,19,1,Jacobabad,Sindh,11
2024-04-19,28.2769,68.4514,51.9,28.8,23.8,57.0,0.0,42,1,Jacobabad,Sindh,0
2024-04-20,28.2769,68.4514,50.6,31.3,24.6,52.7,0.0,30,1,Jacobabad,Sindh,0
2024-04-21,24.8607,67.0011,30.4,31.8,40.1,30.9,3.4,14,0,Karachi,Sindh,0
2024-04-25,30.1798,66.975,32.2,20.0,21.5,30.3,2.7,8,0,Quetta,Balochistan,0
2024-04-29,31.5204,74.3587,34.7,21.8,34.2,36.7,3.1,8,0,Lahore,Punjab,0
2024-05-01,26.2442,68.41,50.9,31.2,34.5,55.1,0.0,16,1,Nawabshah,Sindh,8
2024-05-02,26.2442,68.41,50.3,31.3,29.8,55.1,0.0,28,1,Nawabshah,Sindh,0
2024-05-03,26.2442,68.41,48.6,35.6,37.1,52.1,0.0,28,1,Nawabshah,Sindh,0
2024-05-03,25.396,68.3578,39.5,28.1,42.9,41.0,4.6,10,0,Hyderabad,Sindh,0
2024-05-04,26.2442,68.41,47.7,32.6,30.5,51.6,0.0,15,1,Nawabshah,Sindh,0
2024-05-05,26.2442,68.41,46.9,35.3,34.2,49.4,0.0,42,1,Nawabshah,Sindh,0
2024-05-06,26.2442,68.41,45.8,31.0,23.4,50.9,0.0,24,1,Nawabshah,Sindh,0
2024-05-07,26.2442,68.41,44.5,31.2,36.3,47.2,0.0,35,1,Nawabshah,Sindh,0
2024-05-07,24.8607,67.0011,40.5,28.8,37.1,39.9,0.7,6,0,Karachi,Sindh,0
2024-05-11,30.1798,66.975,39.2,28.0,18.4,40.6,0.1,4,0,Quetta,Balochistan,0
2024-05-15,24.8607,67.0011,45.8,35.2,33.8,49.6,0.0,18,1,Karachi,Sindh,6
2024-05-15,31.5204,74.3587,40.3,26.8,22.9,41.7,1.8,6,0,Lahore,Punjab,0
2024-05-16,24.8607,67.0011,44.5,34.7,36.5,49.7,0.0,20,1,Karachi,Sindh,0
2024-05-17,24.8607,67.0011,43.6,32.7,34.0,46.3,0.0,31,1,Karachi,Sindh,0
2024-05-18,24.8607,67.0011,43.3,34.8,25.9,46.9,0.0,17,1,Karachi,Sindh,0
2024-05-19,24.8607,67.0011,41.6,32.3,24.1,47.1,0.0,41,1,Karachi,Sindh,0
2024-05-19,27.7052,68.8574,35.9,30.7,38.8,35.2,3.3,3,0,Sukkur,Sindh,0
2024-05-20,24.8607,67.0011,40.7,32.2,35.5,43.6,0.0,39,1,Karachi,Sindh,0
2024-05-21,24.8607,67.0011,39.6,35.9,32.9,42.4,0.0,24,1,Karachi,Sindh,0
2024-05-22,24.8607,67.0011,38.9,33.3,29.7,43.7,0.0,17,1,Karachi,Sindh,0
2024-05-23,24.8607,67.0011,38.6,31.5,30.1,41.9,0.0,12,1,Karachi,Sindh,0
2024-05-23,30.1575,71.5249,33.2,27.0,31.9,35.4,3.5,8,0,Multan,Punjab,0
2024-05-27,31.4504,73.135,31.0,29.3,23.3,33.3,1.6,9,0,Faisalabad,Punjab,0
2024-05-28,30.1575,71.5249,48.1,31.0,18.6,51.5,0.0,25,1,Multan,Punjab,4
2024-05-29,30.1575,71.5249,47.0,32.8,24.7,52.8,0.0,31,1,Multan,Punjab,0
2024-05-30,30.1575,71.5249,45.8,33.4,23.6,50.1,0.0,24,1,Multan,Punjab,0
2024-05-31,30.1575,71.5249,44.7,34.0,24.1,48.1,0.0,25,1,Multan,Punjab,0
2024-05-31,25.396,68.3578,40.0,28.5,43.2,40.8,2.8,3,0,Hyderabad,Sindh,0
2024-06-01,30.1575,71.5249,43.9,32.8,18.9,49.4,0.0,30,1,Multan,Punjab,0
2024-06-02,30.1575,71.5249,43.4,31.4,15.6,46.7,0.0,11,1,Multan,Punjab,0
2024-06-04,30.1798,66.975,33.8,34.6,12.9,35.0,4.9,13,0,Quetta,Balochistan,0
2024-06-08,31.5204,74.3587,41.5,34.7,22.7,44.0,3.2,10,0,Lahore,Punjab,0
2024-06-10,27.557,68.2247,50.1,37.0,27.2,56.1,0.0,26,1,Larkana,Sindh,7
2024-06-11,27.557,68.2247,48.9,34.1,26.1,52.0,0.0,29,1,Larkana,Sindh,0
2024-06-12,27.557,68.2247,47.6,34.5,25.0,53.0,0.0,40,1,Larkana,Sindh,0
2024-06-12,27.7052,68.8574,37.5,29.5,43.3,38.9,2.6,4,0,Sukkur,Sindh,0
2024-06-13,27.557,68.2247,46.5,34.5,24.5,49.2,0.0,12,1,Larkana,Sindh,0
2024-06-14,27.557,68.2247,46.5,33.3,32.6,51.5,0.0,35,1,Larkana,Sindh,0
2024-06-15,27.557,68.2247,44.9,33.2,33.5,49.7,0.0,20,1,Larkana,Sindh,0
2024-06-16,27.557,68.2247,43.6,36.1,28.8,49.6,0.0,19,1,Larkana,Sindh,0
2024-06-16,30.1575,71.5249,36.3,36.7,37.7,38.4,2.5,2,0,Multan,Punjab,0
2024-06-20,31.4504,73.135,39.3,36.4,33.9,37.8,0.2,9,0,Faisalabad,Punjab,0
2024-06-22,27.7052,68.8574,51.6,32.6,22.2,56.9,0.0,44,1,Sukkur,Sindh,10
2024-06-23,27.7052,68.8574,50.5,34.1,31.9,54.6,0.0,15,1,Sukkur,Sindh,0
2024-06-24,27.7052,68.8574,49.4,34.8,35.8,51.5,0.0,30,1,Sukkur,Sindh,0
2024-06-24,25.396,68.3578,34.8,30.5,40.2,34.1,2.5,13,0,Hyderabad,Sindh,0
2024-06-25,27.7052,68.8574,48.1,32.8,33.4,50.9,0.0,25,1,Sukkur,Sindh,0
2024-06-26,27.7052,68.8574,47.1,32.0,29.3,52.4,0.0,41,1,Sukkur,Sindh,0
2024-06-27,27.7052,68.8574,46.4,35.0,24.2,50.9,0.0,29,1,Sukkur,Sindh,0
2024-06-28,24.8607,67.0011,39.1,36.4,41.0,41.8,4.3,13,0,Karachi,Sindh,0
2024-06-28,27.7052,68.8574,45.4,35.6,23.1,47.9,0.7,25,1,Sukkur,Sindh,0
2024-06-29,27.7052,68.8574,44.2,33.6,30.2,48.9,0.0,39,1,Sukkur,Sindh,0
2024-07-02,30.1575,71.5249,39.6,34.6,43.9,42.0,16.4,1,0,Multan,Punjab,0
2024-07-04,25.396,68.3578,47.1,32.2,52.7,51.2,0.0,34,1,Hyderabad,Sindh,5
2024-07-05,25.396,68.3578,46.9,31.1,42.9,51.2,0.0,26,1,Hyderabad,Sindh,0
2024-07-06,25.396,68.3578,45.5,31.7,37.8,48.6,0.0,17,1,Hyderabad,Sindh,0
2024-07-06,31.4504,73.135,33.9,34.0,42.5,35.1,21.8,2,0,Faisalabad,Punjab,0
2024-07-10,25.396,68.3578,35.6,31.7,51.9,38.5,20.7,3,0,Hyderabad,Sindh,0
2024-07-14,24.8607,67.0011,37.7,34.0,47.7,40.2,12.0,2,0,Karachi,Sindh,0
2024-07-16,30.0631,70.6339,46.3,34.8,40.8,51.6,0.0,27,1,DG Khan,Punjab,3
2024-07-17,30.0631,70.6339,44.7,31.0,40.3,49.8,0.0,37,1,DG Khan,Punjab,0
2024-07-18,30.0631,70.6339,44.0,32.3,31.0,47.3,0.0,23,1,DG Khan,Punjab,0
2024-07-18,30.1798,66.975,36.7,30.6,31.2,37.7,4.0,2,0,Quetta,Balochistan,0
2024-07-22,31.5204,74.3587,38.3,28.4,44.6,37.9,19.5,2,0,Lahore,Punjab,0
2024-07-26,27.7052,68.8574,37.5,34.0,54.7,39.8,17.4,2,0,Sukkur,Sindh,0
2024-07-30,30.1575,71.5249,38.7,30.9,39.6,39.7,10.2,0,0,Multan,Punjab,0
2024-07-30,31.5204,74.3587,44.5,31.1,27.1,46.6,0.0,42,1,Lahore,Punjab,1
2024-07-31,31.5204,74.3587,42.9,31.2,39.9,46.6,0.0,23,1,Lahore,Punjab,0
2024-08-01,31.5204,74.3587,42.1,34.8,39.7,44.5,0.4,27,1,Lahore,Punjab,0
2024-08-02,31.5204,74.3587,41.5,31.1,41.9,45.4,0.0,34,1,Lahore,Punjab,0
2024-08-03,31.5204,74.3587,40.9,33.8,27.7,43.9,0.0,26,1,Lahore,Punjab,0
2024-08-03,25.396,68.3578,36.8,31.2,48.1,35.0,6.7,2,0,Hyderabad,Sindh,0
2024-08-04,31.5204,74.3587,39.9,31.6,27.5,44.1,0.4,23,1,Lahore,Punjab,0
2024-08-07,24.8607,67.0011,33.2,29.1,52.7,33.5,25.9,2,0,Karachi,Sindh,0
2024-08-11,30.1798,66.975,30.5,26.1,31.1,28.9,17.2,0,0,Quetta,Balochistan,0
2024-08-15,31.5204,74.3587,34.2,34.3,39.5,34.3,9.0,0,0,Lahore,Punjab,0
2024-08-19,27.7052,68.8574,32.6,34.9,47.1,34.5,9.2,3,0,Sukkur,Sindh,0
2024-08-23,30.1575,71.5249,34.4,28.7,37.8,33.9,18.3,2,0,Multan,Punjab,0
2024-08-27,31.4504,73.135,36.5,31.2,50.9,37.6,11.8,4,0,Faisalabad,Punjab,0
2024-08-31,25.396,68.3578,36.7,28.8,61.8,39.4,12.5,0,0,Hyderabad,Sindh,0
2024-09-04,30.1798,66.975,29.9,20.5,37.2,31.2,12.9,1,0,Quetta,Balochistan,0
2024-09-08,31.5204,74.3587,29.5,29.2,46.8,28.8,23.7,4,0,Lahore,Punjab,0
2024-09-12,27.7052,68.8574,30.8,31.1,54.6,29.4,23.8,3,0,Sukkur,Sindh,0
2024-09-16,30.1575,71.5249,35.8,24.5,38.6,33.9,10.3,3,0,Multan,Punjab,0
2024-09-20,31.4504,73.135,32.9,24.1,39.8,33.1,8.0,0,0,Faisalabad,Punjab,0
2024-09-24,25.396,68.3578,32.0,28.8,56.3,31.3,9.4,3,0,Hyderabad,Sindh,0
2024-09-28,24.8607,67.0011,30.3,31.9,57.8,28.9,24.0,0,0,Karachi,Sindh,0
2024-10-02,30.1575,71.5249,26.2,23.5,49.2,26.8,3.9,3,0,Multan,Punjab,0
2024-10-06,31.4504,73.135,32.6,25.1,43.5,30.7,1.6,10,0,Faisalabad,Punjab,0
2024-10-10,25.396,68.3578,30.4,26.6,57.0,30.1,2.9,13,0,Hyderabad,Sindh,0
2024-10-14,24.8607,67.0011,31.0,25.2,59.3,29.2,1.8,9,0,Karachi,Sindh,0
2024-10-18,30.1798,66.975,29.4,18.5,27.6,27.9,0.7,12,0,Quetta,Balochistan,0
2024-10-22,31.5204,74.3587,32.5,21.7,42.4,34.1,2.6,11,0,Lahore,Punjab,0
2024-10-26,27.7052,68.8574,27.0,24.7,51.7,26.9,3.8,2,0,Sukkur,Sindh,0
2024-10-30,30.1575,71.5249,29.9,20.9,43.7,31.1,4.8,4,0,Multan,Punjab,0
2024-11-03,25.396,68.3578,24.2,20.3,58.7,23.6,1.2,10,0,Hyderabad,Sindh,0
2024-11-07,24.8607,67.0011,26.6,22.0,58.1,25.6,4.8,14,0,Karachi,Sindh,0
2024-11-11,30.1798,66.975,17.8,9.0,30.2,17.5,0.2,7,0,Quetta,Balochistan,0
2024-11-15,31.5204,74.3587,21.9,15.5,46.1,24.2,2.6,11,0,Lahore,Punjab,0
2024-11-19,27.7052,68.8574,23.0,22.6,52.2,25.9,1.9,9,0,Sukkur,Sindh,0
2024-11-23,30.1575,71.5249,24.4,18.9,44.7,25.3,0.6,12,0,Multan,Punjab,0
2024-11-27,31.4504,73.135,17.6,17.0,37.1,17.1,3.9,4,0,Faisalabad,Punjab,0
2024-12-01,31.5204,74.3587,15.2,14.7,45.3,13.4,1.4,9,0,Lahore,Punjab,0
2024-12-05,27.7052,68.8574,24.6,20.6,54.2,26.4,1.4,2,0,Sukkur,Sindh,0
2024-12-09,30.1575,71.5249,16.5,14.6,40.0,15.1,2.3,4,0,Multan,Punjab,0
2024-12-13,31.4504,73.135,20.2,11.0,44.5,19.4,1.1,7,0,Faisalabad,Punjab,0
2024-12-17,25.396,68.3578,24.6,21.0,57.1,22.8,1.3,5,0,Hyderabad,Sindh,0
2024-12-21,24.8607,67.0011,21.8,13.1,58.8,21.9,3.6,8,0,Karachi,Sindh,0
2024-12-25,30.1798,66.975,10.8,8.1,22.3,13.3,1.4,7,0,Quetta,Balochistan,0
2024-12-29,31.5204,74.3587,13.4,9.6,43.2,11.9,2.3,4,0,Lahore,Punjab,0
2025-01-02,30.1575,71.5249,16.2,13.7,47.6,16.1,1.5,4,0,Multan,Punjab,0
2025-01-06,31.4504,73.135,18.2,10.9,44.4,20.9,3.7,13,0,Faisalabad,Punjab,0
2025-01-10,25.396,68.3578,24.1,13.7,56.4,23.8,2.4,3,0,Hyderabad,Sindh,0
2025-01-14,24.8607,67.0011,18.5,15.4,47.8,19.0,3.9,12,0,Karachi,Sindh,0
2025-01-18,30.1798,66.975,14.4,3.5,31.9,15.3,2.3,10,0,Quetta,Balochistan,0
2025-01-22,31.5204,74.3587,15.8,13.2,49.7,15.9,1.1,7,0,Lahore,Punjab,0
2025-01-26,27.7052,68.8574,23.8,16.0,61.4,22.3,0.3,4,0,Sukkur,Sindh,0
2025-01-30,30.1575,71.5249,12.4,11.3,42.5,11.3,0.2,13,0,Multan,Punjab,0
2025-02-03,25.396,68.3578,20.9,16.1,51.7,23.3,2.2,4,0,Hyderabad,Sindh,0
2025-02-07,24.8607,67.0011,21.7,19.7,61.9,22.2,0.9,14,0,Karachi,Sindh,0
2025-02-11,30.1798,66.975,21.1,7.4,29.6,21.7,2.0,13,0,Quetta,Balochistan,0
2025-02-15,31.5204,74.3587,15.4,10.6,41.8,14.8,2.3,4,0,Lahore,Punjab,0
2025-02-19,27.7052,68.8574,24.6,21.2,48.2,25.4,3.7,14,0,Sukkur,Sindh,0
2025-02-23,30.1575,71.5249,19.1,16.2,50.2,17.6,1.1,12,0,Multan,Punjab,0
2025-02-27,31.4504,73.135,16.3,10.4,50.4,18.1,3.9,12,0,Faisalabad,Punjab,0
2025-03-03,25.396,68.3578,32.8,21.8,61.0,35.0,0.3,14,0,Hyderabad,Sindh,0
2025-03-07,24.8607,67.0011,28.4,20.6,57.2,30.1,0.7,10,0,Karachi,Sindh,0
2025-03-11,30.1798,66.975,25.5,13.1,25.2,28.2,3.4,2,0,Quetta,Balochistan,0
2025-03-15,31.5204,74.3587,23.3,16.7,43.4,23.7,0.7,2,0,Lahore,Punjab,0
2025-03-19,27.7052,68.8574,30.2,25.7,59.7,28.6,1.3,4,0,Sukkur,Sindh,0
2025-03-23,30.1575,71.5249,25.1,18.3,51.3,23.8,0.4,4,0,Multan,Punjab,0
2025-03-27,31.4504,73.135,21.3,18.0,48.0,24.1,4.9,6,0,Faisalabad,Punjab,0
2025-03-31,25.396,68.3578,29.1,21.3,62.9,30.4,0.1,7,0,Hyderabad,Sindh,0
2025-04-04,30.1798,66.975,31.8,24.4,10.0,30.8,3.0,9,0,Quetta,Balochistan,0
